Region,District,Constituency,Sub County,Parish,village
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,NORTH DIVISION,LOSILANG,MISSION COMMUNITY
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,NORTH DIVISION,LOSILANG,NAWII I NAPEPIO
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,NORTH DIVISION,KOTYANG,KADUKAN
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,NORTH DIVISION,KOTYANG,KAEKAR EAST
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,NORTH DIVISION,KOTYANG,KAKULOI
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,NORTH DIVISION,KOTYANG,LOKWOR
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,NORTH DIVISION,KOTYANG,LOONEI
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,NORTH DIVISION,KOTYANG,NAAPONG
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,NORTH DIVISION,KOTYANG,LOMINIT
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,NORTH DIVISION,KOTYANG,KAMORUMOR
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,NORTH DIVISION,KOTYANG,LORENGECHORA
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,NORTH DIVISION,KOTYANG,KADAKORI
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,NORTH DIVISION,KOTYANG,NAITAKWAE
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,NORTH DIVISION,KOTYANG,KAEKAR WEST
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,SOUTH DIVISION,KADOKINI,KADOKIN EAST
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,SOUTH DIVISION,KADOKINI,KADOKINI WEST
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,SOUTH DIVISION,KADOKINI,KADOKINI CENTRAL
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,SOUTH DIVISION,KADOKINI,KAPUYON
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,SOUTH DIVISION,KADOKINI,LOMONIA NORTH
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,SOUTH DIVISION,KADOKINI,LOMONIA
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,SOUTH DIVISION,LOLETIO,KAPADAKOOK WEST
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,SOUTH DIVISION,LOLETIO,LODOKET EAST
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,SOUTH DIVISION,LOLETIO,LOPEDOT
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,SOUTH DIVISION,LOLETIO,MODOKONYANG
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,SOUTH DIVISION,LOLETIO,NAPUTIR
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,SOUTH DIVISION,LOLETIO,KAPADAKOOK SOUTH
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,SOUTH DIVISION,LOLETIO,LODOKET WEST
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,SOUTH DIVISION,LOLETIO,MODOKONYANG SOUTH
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,SOUTH DIVISION,LOLETIO,MODOKONYANG NORTH
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,SOUTH DIVISION,LOLETIO,LOKITUMO
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,SOUTH DIVISION,LOLETIO,KAPADAKOOK NORTH
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,SOUTH DIVISION,KAMOR,KAMOR NORTH
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,SOUTH DIVISION,KAMOR,KAMOR SOUTH
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,SOUTH DIVISION,KAMOR,NAKORETANGAKIPI
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,SOUTH DIVISION,KAMOR,NAMEKUI
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,SOUTH DIVISION,KAMOR,NAYELEL
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,SOUTH DIVISION,KAMOR,KAPUYON
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,SOUTH DIVISION,KAMOR,NACEELE
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,SOUTH DIVISION,KAMOR,NANGELEKEK
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,SOUTH DIVISION,KAMOR,LOJOM
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,WEST DIVISION,KANAWAT,LOKORE EAST
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,WEST DIVISION,KANAWAT,LONGELEP
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,WEST DIVISION,KANAWAT,LOTORONG
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,WEST DIVISION,KANAWAT,WUM WUM I
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,WEST DIVISION,KANAWAT,KOTIDO S.S.S & MISSION
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,WEST DIVISION,KANAWAT,LOKATAP
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,WEST DIVISION,KANAWAT,TESO
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,WEST DIVISION,KANAWAT,NAMORUAKWAAN
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,WEST DIVISION,KANAWAT,WUM WUM II
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,WEST DIVISION,KANAWAT,NATIRAEPUS
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,WEST DIVISION,KANAWAT,NAMORU
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,WEST DIVISION,KANAWAT,NATIRAE
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,WEST DIVISION,KANAWAT,KAWALAPEI
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,WEST DIVISION,KANAWAT,LOLET KOOYAN
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,WEST DIVISION,KANAWAT,NAGWOLOPOE
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,WEST DIVISION,KANAWAT,NAYEEL
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,WEST DIVISION,KANAWAT,LOKORE WEST
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,WEST DIVISION,KANAWAT,NAPEET
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,WEST DIVISION,LOPIE/ROM-ROM,LOPIE
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,WEST DIVISION,LOPIE/ROM-ROM,MERIWALA
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,WEST DIVISION,LOPIE/ROM-ROM,NAKODIOKODOI
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,WEST DIVISION,LOPIE/ROM-ROM,LOOI
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,WEST DIVISION,LOPIE/ROM-ROM,KANAYETE I
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,WEST DIVISION,LOPIE/ROM-ROM,LOKOCHIL-NAOYAKITOE
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,WEST DIVISION,LOPIE/ROM-ROM,NATEELO
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,WEST DIVISION,LOPIE/ROM-ROM,KADOKOCHIN
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,WEST DIVISION,LOPIE/ROM-ROM,LOSEER NAPEET
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,WEST DIVISION,LOPIE/ROM-ROM,NAGIRIGIRIOI
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,WEST DIVISION,LOPIE/ROM-ROM,KANAYETE II
EASTERN,KUMI,KUMI COUNTY,ATUTUR,AKIBUI,AKIBUI
EASTERN,KUMI,KUMI COUNTY,ATUTUR,AKIBUI,OGOLOI
EASTERN,KUMI,KUMI COUNTY,ATUTUR,ATUTUR,ATUTUR
EASTERN,KUMI,KUMI COUNTY,ATUTUR,ATUTUR,ORAPADA
EASTERN,KUMI,KUMI COUNTY,ATUTUR,KAPOKIN,KALUNGAR
EASTERN,KUMI,KUMI COUNTY,ATUTUR,KAPOKIN,KAPOKIN
EASTERN,KUMI,KUMI COUNTY,ATUTUR,ARIET,ARIET
EASTERN,KUMI,KUMI COUNTY,ATUTUR,ARIET,OCHAGORO
EASTERN,KUMI,KUMI COUNTY,ATUTUR,AKALABAI,AKALABAI
EASTERN,KUMI,KUMI COUNTY,ATUTUR,AKALABAI,APUDA
EASTERN,KUMI,KUMI COUNTY,ATUTUR,APAPAI,APAPAI
EASTERN,KUMI,KUMI COUNTY,KUMI,AGULE,AGULE
EASTERN,KUMI,KUMI COUNTY,KUMI,AGULE,OKOMION
EASTERN,KUMI,KUMI COUNTY,KUMI,KUMI,KUMI
EASTERN,KUMI,KUMI COUNTY,KUMI,KUMI,OTAABA
EASTERN,KUMI,KUMI COUNTY,KUMI,OLUPE,OLUPE
EASTERN,KUMI,KUMI COUNTY,KUMI,OLUPE,OSION
EASTERN,KUMI,KUMI COUNTY,KUMI,OMATENGA,AJESA
EASTERN,KUMI,KUMI COUNTY,KUMI,OMATENGA,OMATENGA
EASTERN,KUMI,KUMI COUNTY,KUMI,OOGORIA,MORU
EASTERN,KUMI,KUMI COUNTY,KUMI,OOGORIA,OOGORIA
EASTERN,KUMI,KUMI COUNTY,KUMI,OTIPE,ATIDA
EASTERN,KUMI,KUMI COUNTY,KUMI,OTIPE,OTIPE
EASTERN,KUMI,KUMI COUNTY,KUMI,ASINGE,ASINGE
EASTERN,KUMI,KUMI COUNTY,KUMI,ASINGE,NGABET
EASTERN,KUMI,KUMI COUNTY,KUMI,AGOLITOM,AGOLITOM
EASTERN,KUMI,KUMI COUNTY,NYERO,AGUURUT,AGUURUT
EASTERN,KUMI,KUMI COUNTY,NYERO,AGUURUT,OLILIM
EASTERN,KUMI,KUMI COUNTY,NYERO,KAMENYA,KAMENYA
EASTERN,KUMI,KUMI COUNTY,NYERO,KAMENYA,OKANYAPURIO
EASTERN,KUMI,KUMI COUNTY,NYERO,MORUITA,MORUIKARA
EASTERN,KUMI,KUMI COUNTY,NYERO,MORUITA,MORUITA
EASTERN,KUMI,KUMI COUNTY,NYERO,NYERO,NYERO
EASTERN,KUMI,KUMI COUNTY,NYERO,NYERO,OBOSOI
EASTERN,KUMI,KUMI COUNTY,NYERO,OGOOMA,OGOOMA
EASTERN,KUMI,KUMI COUNTY,NYERO,OGOOMA,OMINAI
EASTERN,KUMI,KUMI COUNTY,NYERO,ARIET,ARIET
EASTERN,KUMI,KUMI COUNTY,NYERO,ARIET,OMATAKIRIA
EASTERN,KUMI,KUMI COUNTY,NYERO,ALIGOI,ALIGOI
EASTERN,KUMI,KUMI COUNTY,NYERO,ALIGOI,KOMOLO
EASTERN,KUMI,KUMI COUNTY,NYERO,KALAPATA,KALAPATA
EASTERN,KUMI,KUMI COUNTY,NYERO,KALAPATA,OCUTAI
EASTERN,KUMI,KUMI COUNTY,NYERO,KODIKE,KEES
EASTERN,KUMI,KUMI COUNTY,NYERO,KODIKE,KODIKE
EASTERN,KUMI,KUMI COUNTY,NYERO,ODIPAI,ATEKWA
EASTERN,KUMI,KUMI COUNTY,NYERO,ODIPAI,ODIPAI
EASTERN,KUMI,KUMI COUNTY,ONGINO,AAKUM,AAKUM
EASTERN,KUMI,KUMI COUNTY,ONGINO,AAKUM,KABWANGASI
EASTERN,KUMI,KUMI COUNTY,ONGINO,AAKUM,MORIO
EASTERN,KUMI,KUMI COUNTY,ONGINO,AKIDE,AGUYA
EASTERN,KUMI,KUMI COUNTY,ONGINO,AKIDE,AKIDE
EASTERN,KUMI,KUMI COUNTY,ONGINO,KACHABOI,ADEKIS
EASTERN,KUMI,KUMI COUNTY,ONGINO,KACHABOI,KACHABOI
EASTERN,KUMI,KUMI COUNTY,ONGINO,KACHABOI,KOCHOPO
EASTERN,KUMI,KUMI COUNTY,ONGINO,KANAPA,KANAPA
EASTERN,KUMI,KUMI COUNTY,ONGINO,KANAPA,ODUORO
EASTERN,KUMI,KUMI COUNTY,ONGINO,KODUKULU,KACHEREDE
EASTERN,KUMI,KUMI COUNTY,ONGINO,KODUKULU,KODUKUL
EASTERN,KUMI,KUMI COUNTY,ONGINO,ONGINO,AMURIA
EASTERN,KUMI,KUMI COUNTY,ONGINO,ONGINO,ODUKA
EASTERN,KUMI,KUMI COUNTY,ONGINO,ONGINO,ONGINO
EASTERN,KUMI,KUMI COUNTY,ONGINO,OSEERA,ADUKA
EASTERN,KUMI,KUMI COUNTY,ONGINO,OSEERA,OSEERA
EASTERN,KUMI,KUMI COUNTY,ONGINO,OSEERA,NYAKOI
EASTERN,KUMI,KUMI COUNTY,ONGINO,TISAI ISLAND,ACERA
EASTERN,KUMI,KUMI COUNTY,ONGINO,TISAI ISLAND,TISAI
EASTERN,KUMI,KUMI COUNTY,ONGINO,KAPOLIN,ATIRIR
EASTERN,KUMI,KUMI COUNTY,ONGINO,KAPOLIN,KAREU
EASTERN,KUMI,KUMI COUNTY,ONGINO,KAPOLIN,MUNYAL
EASTERN,KUMI,KUMI COUNTY,ONGINO,KACHELAKWENY,AKOLITOROM
EASTERN,KUMI,KUMI COUNTY,ONGINO,KACHELAKWENY,KACHELAKWENY
EASTERN,KUMI,KUMI COUNTY,ONGINO,MORUPEDED,AKEREKWAM
EASTERN,KUMI,KUMI COUNTY,ONGINO,MORUPEDED,MORUPEDED
EASTERN,KUMI,KUMI COUNTY,ONGINO,OBOTIA,OBOTIA
EASTERN,KUMI,KUMI COUNTY,ONGINO,OBOTIA,TOTOLIM
EASTERN,KUMI,KUMI COUNTY,ONGINO,KONGURA,KANGOLE
EASTERN,KUMI,KUMI COUNTY,ONGINO,KONGURA,KONGURA
EASTERN,KUMI,KUMI COUNTY,ONGINO,KAPASAK,AKUORO
EASTERN,KUMI,KUMI COUNTY,ONGINO,KAPASAK,KAPASAK
EASTERN,KUMI,KUMI COUNTY,ONGINO,CEELE,NYAKOI
EASTERN,KUMI,KUMI COUNTY,ONGINO,CEELE,CEELE
EASTERN,KUMI,KUMI COUNTY,ONGINO,ASINGE,ADERUN
EASTERN,KUMI,KUMI COUNTY,ONGINO,ASINGE,ASINGE
EASTERN,KUMI,KANYUM COUNTY,KANYUM,ARIET,ARIET
EASTERN,KUMI,KANYUM COUNTY,KANYUM,ARIET,ASALO
EASTERN,KUMI,KANYUM COUNTY,KANYUM,KAJAMAKA,KAJAMAKA
EASTERN,KUMI,KANYUM COUNTY,KANYUM,KAJAMAKA,OPETOI
EASTERN,KUMI,KANYUM COUNTY,KANYUM,KAMACHA,ADODOI
EASTERN,KUMI,KANYUM COUNTY,KANYUM,KAMACHA,KAMACHA
EASTERN,KUMI,KANYUM COUNTY,KANYUM,KANYUM,KANYUM
EASTERN,KUMI,KANYUM COUNTY,KANYUM,KANYUM,OPUT
EASTERN,KUMI,KANYUM COUNTY,KANYUM,KATILEKORI,KATILEKORI
EASTERN,KUMI,KANYUM COUNTY,KANYUM,KATILEKORI,OTIISA
EASTERN,KUMI,KANYUM COUNTY,KANYUM,KOGIL,KOGIL
EASTERN,KUMI,KANYUM COUNTY,KANYUM,KOGIL,OBOKORA
EASTERN,KUMI,KANYUM COUNTY,KANYUM,OLIMAI,ODOTUNO
EASTERN,KUMI,KANYUM COUNTY,KANYUM,OLIMAI,OLIMAI
EASTERN,KUMI,KANYUM COUNTY,KANYUM,AKISIM,KABWELE
EASTERN,KUMI,KANYUM COUNTY,KANYUM,AKISIM,AKISIM
EASTERN,KUMI,KANYUM COUNTY,KANYUM,AJUKET,AJUKET
EASTERN,KUMI,KANYUM COUNTY,KANYUM,AJUKET,KODOCHA
EASTERN,KUMI,KANYUM COUNTY,KANYUM,OLUMOT,ALEMEN
EASTERN,KUMI,KANYUM COUNTY,KANYUM,OLUMOT,OLUMOT
EASTERN,KUMI,KANYUM COUNTY,KANYUM,OJIE,KAMUNYUMBI
EASTERN,KUMI,KANYUM COUNTY,KANYUM,OJIE,OJIE
EASTERN,KUMI,KANYUM COUNTY,KANYUM,KACHA,KABWONGO
EASTERN,KUMI,KANYUM COUNTY,KANYUM,KACHA,KACHA
EASTERN,KUMI,KANYUM COUNTY,KANYUM,OMURANG,KAJAMAKA
EASTERN,KUMI,KANYUM COUNTY,KANYUM,OMURANG,OMURANG
EASTERN,KUMI,KANYUM COUNTY,KANYUM,OKEITO,OKEITO
EASTERN,KUMI,KANYUM COUNTY,KANYUM,OKEITO,ONGARIO
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,AGARIA,AGARIA ISLAND
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,AGARIA,ALUKAT
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,KADAMI,GORIA
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,KADAMI,KADAMI
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,KODOKOTO,KANYAMUTAMU
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,KODOKOTO,KODOKOTO
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,MUKONGORO,ACAPA
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,MUKONGORO,MUKONGORO
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,OGOSOI,KABURA
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,OGOSOI,OGOSOI
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,OLEICO,KAPUWAI
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,OLEICO,OLEICHO
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,ONYAKELO,ADODOI
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,ONYAKELO,ONYAKELO
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,OSOPOTOIT,ACHUNAT
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,OSOPOTOIT,OSOPOTOIT
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,KACHABOI,KACHABOI
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,KACHABOI,KOMOLO
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,KADERIN,KADERIN
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,KADERIN,ODOTOI
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,KAKURES,KAKURES
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,KAKURES,KITUBA
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,OLADOT,OKUDU
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,OLADOT,OLADOT
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,AKADOT,AKADOT
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,AKADOT,AMOSINGO
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,KAJAMAKA,KAJAMAKA
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,KAJAMAKA,OMUSIO
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,OMEREIN,ODEIDEI
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,OMEREIN,OMEREIN
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,KABUKOL,AOJAMOROK
EASTERN,KUMI,KANYUM COUNTY,MUKONGORO,KABUKOL,KABUKOL
EASTERN,KUMI,KUMI MUNICIPALITY,NORTH DIVISION,BAZAAR WARD,ANGOPET
EASTERN,KUMI,KUMI MUNICIPALITY,NORTH DIVISION,BAZAAR WARD,BAZAAR
EASTERN,KUMI,KUMI MUNICIPALITY,NORTH DIVISION,KABATA,KABATA
EASTERN,KUMI,KUMI MUNICIPALITY,NORTH DIVISION,KABATA,ODIDING
EASTERN,KUMI,KUMI MUNICIPALITY,NORTH DIVISION,AMEJEI,AMEJEI
EASTERN,KUMI,KUMI MUNICIPALITY,NORTH DIVISION,AMEJEI,RARAK
EASTERN,KUMI,KUMI MUNICIPALITY,NORTH DIVISION,OKOUBA,KADACAR
EASTERN,KUMI,KUMI MUNICIPALITY,NORTH DIVISION,OKOUBA,OKOUBA
EASTERN,KUMI,KUMI MUNICIPALITY,NORTH DIVISION,OMOLOKONYO,ANGOPET
EASTERN,KUMI,KUMI MUNICIPALITY,NORTH DIVISION,OMOLOKONYO,OMOLOKONYO
EASTERN,KUMI,KUMI MUNICIPALITY,SOUTH DIVISION,BOMA WARD,BOMA NORTH
EASTERN,KUMI,KUMI MUNICIPALITY,SOUTH DIVISION,BOMA WARD,BOMA SOUTH
EASTERN,KUMI,KUMI MUNICIPALITY,SOUTH DIVISION,KANYUM WARD,KANYUM A
EASTERN,KUMI,KUMI MUNICIPALITY,SOUTH DIVISION,KANYUM WARD,KANYUM B
EASTERN,KUMI,KUMI MUNICIPALITY,SOUTH DIVISION,TANK WARD,OSIODA
EASTERN,KUMI,KUMI MUNICIPALITY,SOUTH DIVISION,TANK WARD,TANK
EASTERN,KUMI,KUMI MUNICIPALITY,SOUTH DIVISION,ABUBUR,ABOSAN
EASTERN,KUMI,KUMI MUNICIPALITY,SOUTH DIVISION,ABUBUR,ABUBUR
EASTERN,KUMI,KUMI MUNICIPALITY,SOUTH DIVISION,KELIM,KELIM
EASTERN,KUMI,KUMI MUNICIPALITY,SOUTH DIVISION,KELIM,OTIDO
EASTERN,KUMI,KUMI MUNICIPALITY,SOUTH DIVISION,APUTON,ALIKODO
EASTERN,KUMI,KUMI MUNICIPALITY,SOUTH DIVISION,APUTON,APUTON
EASTERN,KUMI,KUMI MUNICIPALITY,SOUTH DIVISION,ATERAI,ATERAI
EASTERN,KUMI,KUMI MUNICIPALITY,SOUTH DIVISION,ATERAI,OKANYUMO
EASTERN,KUMI,KUMI MUNICIPALITY,SOUTH DIVISION,OLUNGIA,AOLOKO
EASTERN,KUMI,KUMI MUNICIPALITY,SOUTH DIVISION,OLUNGIA,OLUNGIA
EASTERN,KUMI,KUMI MUNICIPALITY,SOUTH DIVISION,OPIPE,OLUNGIA
ELGON,KWEEN,KWEEN COUNTY,BENET,PISWA,KABARAK
ELGON,KWEEN,KWEEN COUNTY,BENET,PISWA,KAPKURESON
ELGON,KWEEN,KWEEN COUNTY,BENET,PISWA,KAKWEEN
ELGON,KWEEN,KWEEN COUNTY,BENET,PISWA,TARAGON UPPER
ELGON,KWEEN,KWEEN COUNTY,BENET,LIKIL,KAPCHEMELEI
ELGON,KWEEN,KWEEN COUNTY,BENET,LIKIL,KAPSIRIK
ELGON,KWEEN,KWEEN COUNTY,BENET,LIKIL,KOKWOTOROKWO
ELGON,KWEEN,KWEEN COUNTY,BENET,LIKIL,LIKIL
ELGON,KWEEN,KWEEN COUNTY,BENET,LIKIL,LOCH
ELGON,KWEEN,KWEEN COUNTY,BENET,TARAGON,CHEMWONBEI
ELGON,KWEEN,KWEEN COUNTY,BENET,TARAGON,ROROK
ELGON,KWEEN,KWEEN COUNTY,BENET,TARAGON,SUKUT
ELGON,KWEEN,KWEEN COUNTY,BENET,TARAGON,TULWO
ELGON,KWEEN,KWEEN COUNTY,BENET,TARAGON,TARAGON LOWER
ELGON,KWEEN,KWEEN COUNTY,BENET,KASEKO,CHEMANGA
ELGON,KWEEN,KWEEN COUNTY,BENET,KASEKO,KAPSENGE
ELGON,KWEEN,KWEEN COUNTY,BENET,KASEKO,KOPSIYOY
ELGON,KWEEN,KWEEN COUNTY,BENET,KASEKO,CHEPSENETON
ELGON,KWEEN,KWEEN COUNTY,BENET,KASEKO,KAMASAREN
ELGON,KWEEN,KWEEN COUNTY,BENET,KASEKO,KAPAWU
ELGON,KWEEN,KWEEN COUNTY,BENET,KASEKO,KASEKO
ELGON,KWEEN,KWEEN COUNTY,BENET,KASEKO,LAIKONG
ELGON,KWEEN,KWEEN COUNTY,BENET,CHEBEREN,KOKWOMONGESAI
ELGON,KWEEN,KWEEN COUNTY,BENET,CHEBEREN,CHEBEREN
ELGON,KWEEN,KWEEN COUNTY,BENET,CHEBEREN,KINOBET
ELGON,KWEEN,KWEEN COUNTY,BENET,CHEBEREN,KITAL
ELGON,KWEEN,KWEEN COUNTY,BENET,CHEBEREN,RWANDA
ELGON,KWEEN,KWEEN COUNTY,BENET,CHEBEREN,TUYOBEI
ELGON,KWEEN,KWEEN COUNTY,BENET,KAPNARKUT TOWN BOARD,CHEMURON
ELGON,KWEEN,KWEEN COUNTY,BENET,KAPNARKUT TOWN BOARD,CHEMUKANGOI
ELGON,KWEEN,KWEEN COUNTY,BENET,KAPNARKUT TOWN BOARD,CHEMWOM
ELGON,KWEEN,KWEEN COUNTY,BENET,KAPNARKUT TOWN BOARD,KAPNARKUT
ELGON,KWEEN,KWEEN COUNTY,BENET,KAPNARKUT TOWN BOARD,NGENGE
ELGON,KWEEN,KWEEN COUNTY,BENET,KITANY,KAPKUNEROI
ELGON,KWEEN,KWEEN COUNTY,BENET,KITANY,KAPMWEYET
ELGON,KWEEN,KWEEN COUNTY,BENET,KITANY,KITANY
ELGON,KWEEN,KWEEN COUNTY,BENET,MENGYA,KABORITIN
ELGON,KWEEN,KWEEN COUNTY,BENET,MENGYA,KASTOY
ELGON,KWEEN,KWEEN COUNTY,BENET,MENGYA,KOKWOPNGOTUNY
ELGON,KWEEN,KWEEN COUNTY,BENET,MENGYA,MENGYA
ELGON,KWEEN,KWEEN COUNTY,BENET,MULUNGWA,KAPCHESUKE
ELGON,KWEEN,KWEEN COUNTY,BENET,MULUNGWA,CHEMUMUL
ELGON,KWEEN,KWEEN COUNTY,BENET,MULUNGWA,MULUNGWA
ELGON,KWEEN,KWEEN COUNTY,BENET,MULUNGWA,SITOTWET
ELGON,KWEEN,KWEEN COUNTY,BENET,TAMBAJJA,KAPCHEKWORIS
ELGON,KWEEN,KWEEN COUNTY,BENET,TAMBAJJA,TAMBAJJA
ELGON,KWEEN,KWEEN COUNTY,BENET,TAMBAJJA,TOBOT
ELGON,KWEEN,KWEEN COUNTY,BENET,TAMBAJJA,TWENGE
ELGON,KWEEN,KWEEN COUNTY,BINYINY,TABAGON,CHEPTANTAN
ELGON,KWEEN,KWEEN COUNTY,BINYINY,TABAGON,CHEMURON
ELGON,KWEEN,KWEEN COUNTY,BINYINY,TABAGON,KUBEREN
ELGON,KWEEN,KWEEN COUNTY,BINYINY,TABAGON,CHESAKAT
ELGON,KWEEN,KWEEN COUNTY,BINYINY,TABAGON,TABAGON
ELGON,KWEEN,KWEEN COUNTY,BINYINY,TABAGON,KAPCHEKWEROP
ELGON,KWEEN,KWEEN COUNTY,BINYINY,TABAGON,CHAPTARRE
ELGON,KWEEN,KWEEN COUNTY,BINYINY,KONO,KWORUS
ELGON,KWEEN,KWEEN COUNTY,BINYINY,KONO,CHESOSURWO
ELGON,KWEEN,KWEEN COUNTY,BINYINY,KONO,KAMUKE
ELGON,KWEEN,KWEEN COUNTY,BINYINY,KONO,BEBOCHEBEROM
ELGON,KWEEN,KWEEN COUNTY,BINYINY,KISONGI,KABAI
ELGON,KWEEN,KWEEN COUNTY,BINYINY,KISONGI,KAPENGURIA
ELGON,KWEEN,KWEEN COUNTY,BINYINY,KISONGI,SIRO
ELGON,KWEEN,KWEEN COUNTY,BINYINY,CHEPYAKANIET,KAMOWO
ELGON,KWEEN,KWEEN COUNTY,BINYINY,CHEPYAKANIET,KAMUGENGERE
ELGON,KWEEN,KWEEN COUNTY,BINYINY,CHEPYAKANIET,CHEPYAKANIET
