Region,District,Constituency,Sub County,Parish,village
ELGON,BUSIA,BUSIA MUNICIPALITY,WESTERN DIVISION,SOUTH WEST WARD,NANGWE MADIBIRA
ELGON,BUSIA,BUSIA MUNICIPALITY,WESTERN DIVISION,SOUTH WEST WARD,NANGWE SHOPS
ELGON,BUSIA,BUSIA MUNICIPALITY,WESTERN DIVISION,NORTH B WARD,MAWERO WEST
ELGON,BUSIA,BUSIA MUNICIPALITY,WESTERN DIVISION,NORTH B WARD,SOLO 'C'
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA,BUSIBIRA,NAMADETE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA,BUSIBIRA,BULIMBA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA,BUSIBIRA,BULYOLIRE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA,BUSIBIRA,BUNGHOMA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA,BUSIBIRA,BUSIBIRA A
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA,BUSIBIRA,BUSIBIRA B
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA,NAKWASI,NYIRINYA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA,NAKWASI,BUTESA A
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA,NAKWASI,JABUSIBA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA,NAKWASI,KABUGOLI
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA,NAKWASI,BUTESA B
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA,NAKWASI,NAKWASI
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA,NAKWASI,NAMBALE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA,BUGOSA,BUGOSA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA,BUGOSA,BUNGHONYA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA,BUGOSA,BUMWAMI A
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA,BUGOSA,BUMWAMI B
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA,BUGOSA,NAMBUSULI
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA,MABALE,BUTENGA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA,MABALE,MABALE B
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA,MABALE,GUBUGU
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA,MABALE,NAKADELE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA,MABALE,MABALE A
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA,MABALE,MUGULU
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA,MULANDU,BUGANGULA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA,MULANDU,NAMUDAHA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA,MULANDU,NAHINGHANDE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA,MULANDU,MULANDU
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA,MULANDU,HIGUGO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NABIGANDA,NABIGANDA   B
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NABIGANDA,NABIGANDA  CENTRAL
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NABIGANDA,NABIGANDA ''A''
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NABIGANDA,NABIGANDA TOWNSHIP
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NABIGANDA,MUHUYU
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMPOLOGOMA,GABA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMPOLOGOMA,KYAUNI
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMPOLOGOMA,NAMPOLOGOMA CENTRAL
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMPOLOGOMA,NAMPOLOGOMA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMPOLOGOMA,TRIANGLE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMPOLOGOMA,NAMUNASA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMUNASA,BUMANGO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMUNASA,MUHULA  DOHO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMUNASA,MUHULA  KAGONDO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMUNASA,NAHIGOGOLA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMUNASA,DUNGULI
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMUNASA,DOHO HIBIRA B
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMUNASA,DOHO HIBIRA A
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMUNASA,NAMUJUGUME
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMAWA,HAGOLA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMAWA,NAMAWA  A
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMAWA,NAMAWA  B
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMAWA,OTAHAJEHADAMBA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMAWA,MUKWANO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMAWA,NTINDA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMAWA,NAMATAALA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMAWA,BULUMBA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMAWA,MULAGO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMAWA,NABIGANDA UPPER
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMAWA,MIREMBE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMAWA,NABIGANDA C
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,CHADONGO,CHADONGO A
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,CHADONGO,CHADONGO B
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,CHADONGO,MAWANGA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,CHADONGO,NANTALO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,CHADONGO,NAMUSITA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,CHADONGO,NSAMBYA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,CHADONGO,KAVULE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,CHADONGO,LUBANGA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,CHADONGO,NAMBOLE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,CHADONGO,BUSETA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,CHADONGO,GOMBO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,CHADONGO,SUPA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,CHADONGO,TANGI
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,CHADONGO,MBIKO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMAJJI,BUKAIRI
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMAJJI,NAMAJJI B
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMAJJI,NAKAWA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMAJJI,NAMAFAFA B
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMAJJI,NAMAFAFA A
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,KACHONGA,NAMAJJI,NAMAJJI A
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,DOHO,DOHO A
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,DOHO,MAGUGU
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,DOHO,MUHUYU
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,DOHO,NAMEHERE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,DOHO,NAMUNASA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,DOHO,KOLI
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,DOHO,WAPALA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,DOHO,KISUBI
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,DOHO,MUHUNGHWA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,DOHO,DOHO B
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,KAPISA,KAPISA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,KAPISA,MANAFA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,KAPISA,NASEMENYE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,KAPISA,NAHILIGA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,KAPISA,MANAFA CENTRAL
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,KAPISA,MUHOHO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,KAPISA,KAPISA B TOWNSHIP
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,KAPISA,KAPISA CENTRAL
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,KAPISA,MUHUMBANYA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,KAPISA,NASEMENYE TOWNSHIP
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,KACHONGA,BUGADUNYA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,KACHONGA,KACHONGA  A
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,KACHONGA,KACHONGA  B
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,KACHONGA,NASOGO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,KACHONGA,MUTUMBA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,KACHONGA,MIREMBE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,KACHONGA,KATO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,KACHONGA,BCK
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,KACHONGA,NERIMA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,KACHONGA,NEBBO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,KACHONGA,LUHOLA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,KACHONGA,MUVULE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,BUFUJJA,BUFUJJA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,BUFUJJA,LUBANGA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,BUFUJJA,BUBALI
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,BUFUJJA,NALUHONJOHE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,BUFUJJA,MUDODO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,BUFUJJA,WAGERYA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,BUFUJJA,MAZIMASA B
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,LUBEMBE,LUBEMBE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,LUBEMBE,MAGOHA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,LUBEMBE,NAHASALAGALA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,LUBEMBE,NAMATOOKE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,LUBEMBE,BULOMI
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,LUBEMBE,NAHANJA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,LUBEMBE,NANDEREMA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,LUBEMBE,NALUHOOLA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,MAZIMASA,BUDIBA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,MAZIMASA,BUGALO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,MAZIMASA,NAKABI CENTRAL
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,MAZIMASA,MAZIMASA CENTRAL
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,MAZIMASA,"MAZIMASA A""""""AZ"""
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,MAZIMASA,NAKABI
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,MAZIMASA,BUGALO CENTRAL
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,MAZIMASA,NAKABALE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,MUYAGO,KAMPALA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,MUYAGO,MIYAYA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,MUYAGO,SCHEME VIEW
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,MUYAGO,MUYAGO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,MUYAGO,KANGHANYI
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,MUYAGO,NAMUSERU
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,MUYAGO,WEGGA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,MAZIMASA,MUYAGO,NAMUGONGO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA TOWN COUNCIL,BUTALEJA WARD,BUHEHE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA TOWN COUNCIL,BUTALEJA WARD,BULINDI
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA TOWN COUNCIL,BUTALEJA WARD,BUSASI
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA TOWN COUNCIL,BUTALEJA WARD,BUTALEJA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA TOWN COUNCIL,BUTALEJA WARD,LUNGHULE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA TOWN COUNCIL,BUTALEJA WARD,BUHOBE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA TOWN COUNCIL,BUNGHAGI WARD,BUNGHAJI
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA TOWN COUNCIL,BUNGHAGI WARD,GAYAZA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA TOWN COUNCIL,BUNGHAGI WARD,HINYAMATO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA TOWN COUNCIL,BUNGHAGI WARD,KASUBI
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA TOWN COUNCIL,BUNGHAGI WARD,LERESI
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA TOWN COUNCIL,BUNGHAGI WARD,NALUSAGA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA TOWN COUNCIL,BUNGHAGI WARD,NAMAHERE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA TOWN COUNCIL,BUNGHAGI WARD,NANGOLO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA TOWN COUNCIL,LUJEHE WARD,BUTUNGA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA TOWN COUNCIL,LUJEHE WARD,DOLODONDO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA TOWN COUNCIL,LUJEHE WARD,LUJEHE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA TOWN COUNCIL,LUJEHE WARD,NAMULEMU
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA TOWN COUNCIL,LUJEHE WARD,NYAWERA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA TOWN COUNCIL,SAGENDA WARD,HANJEHE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA TOWN COUNCIL,SAGENDA WARD,SAGENDA  II
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA TOWN COUNCIL,SAGENDA WARD,SEGENDA  I
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA TOWN COUNCIL,SAGENDA WARD,BAMBONE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA TOWN COUNCIL,SAGENDA WARD,LUKANGHOLE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA TOWN COUNCIL,SAGENDA WARD,NANYULU
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA TOWN COUNCIL,HISEGA WARD,HISEGA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA TOWN COUNCIL,HISEGA WARD,NAHIGOMBE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA TOWN COUNCIL,HISEGA WARD,NAMADETE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUTALEJA TOWN COUNCIL,HISEGA WARD,NAMUBI
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,HIMUTU,NAMULO,BUGULI
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,HIMUTU,NAMULO,MUNINGE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,HIMUTU,NAMULO,NANJERE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,HIMUTU,NAMULO,NAMULO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,HIMUTU,WANGALE,MAGENGERE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,HIMUTU,WANGALE,WANGALE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,HIMUTU,WANGALE,BUHABAMBWE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,HIMUTU,WANGALE,NALUMA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,HIMUTU,KAITI,HIMUTU
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,HIMUTU,KAITI,KAITI
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,HIMUTU,KAITI,MAGAGA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,HIMUTU,KAITI,KANGHIRIMA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,HIMUTU,KANGALABA,BWIRYA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,HIMUTU,KANGALABA,KANGALABA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,HIMUTU,KANGALABA,NALUSAGA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,HIMUTU,KANGALABA,NALUSAGA TOWNSHIP
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,HIMUTU,KANGALABA,NABIGO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,HIMUTU,KANGALABA,BUHITEGO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,HIMUTU,TINDI,BUBAGO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,HIMUTU,TINDI,DOHO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,HIMUTU,TINDI,MAHINDU
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,HIMUTU,TINDI,MANAFA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,HIMUTU,TINDI,TINDI
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,HIMUTU,KANYENYA,BUGWE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,HIMUTU,KANYENYA,MASULULA B
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,HIMUTU,KANYENYA,KANYENYA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,HIMUTU,KANYENYA,KANYENYA B
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,HIMUTU,KANYENYA,MASULULA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,KACHONGA,BUDIRA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,KACHONGA,KACHONGA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,KACHONGA,BUSANGISA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,KACHONGA,MILEMBE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,KACHONGA,NAMUKUKULU
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,KACHONGA,NAMUGONGO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,NAMBALE,MUYENGA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,NAMBALE,NAMBALE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,NAMBALE,BULUBA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,NAMBALE,BUYERELO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,KAITI,KAITI A
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,KAITI,KAITI B
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,KAITI,MPOLYABIGERE A
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,KAITI,NAHAMYA  A
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,KAITI,NAHAMYA  B
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,KAITI,KAITI CENTRAL
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,KAITI,MPOLYABIGERE B
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,KAITI,NAKABAALE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,KAITI,NAMATAALA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,KAITI,NYANZA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,KAITI,NAHAMYA CENTRAL
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,NASINYI,MALUKU A
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,NASINYI,NAKASANGA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,NASINYI,NASINYI  A
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,NASINYI,NASINYI  B
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,NASINYI,MALUKU B
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,NASINYI,NASINYI  CENTRAL
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,KACHEKERE,KACHEKERE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,KACHEKERE,LUHOLA EAST
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,KACHEKERE,LUHOLA WEST
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,KACHEKERE,LWOBA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,KACHEKERE,NAKABAALE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,KACHEKERE,HAMERA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,NAWEYO,HIGHLAND A
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,NAWEYO,KUWAITI B
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,NAWEYO,KUWAITI A
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,NAWEYO,NAWEYO B
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,NAWEYO,NAWEYO A
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,NAWEYO,HIGHLAND B
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,NAWEYO,MPOLYABIGERE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,NAWEYO,NAWEYO,MUTONGO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUDUMBA,BUDUMBA,BUDUMBA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUDUMBA,BUDUMBA,DUMANGHALE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUDUMBA,BUDUMBA,NAMUJIBA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUDUMBA,BUDUMBA,NANJULI
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUDUMBA,BUDUMBA,NAPINDO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUDUMBA,BUDUMBA,NASAGA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUDUMBA,BUNAWALE,BUGOOLA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUDUMBA,BUNAWALE,BULINDA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUDUMBA,BUNAWALE,BUNAWALE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUDUMBA,BUNAWALE,BUWENGE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUDUMBA,BUNAWALE,GOMBE
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUDUMBA,BUNAWALE,NAWANDYO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUDUMBA,BUNAWALE,NAWONYA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUDUMBA,BUNAWALE,BUHADANYO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUDUMBA,BUNAWALE,TAYIRO
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUDUMBA,BUNAWALE,BUHWAYA
ELGON,BUTALEJA,BUNYOLE EAST COUNTY,BUDUMBA,BUNAWALE,NAMALENYO
